900104,https://www.commercialguru.com.sg/listing/22226727/for-sale-one-commonwealth,For Sale - One Commonwealth,One Commonwealth,1 Commonwealth Lane,2045,1280000,625.92,,7h
900105,https://www.commercialguru.com.sg/listing/22226722/for-sale-people-s-park-complex,For Sale - People's Park Complex,People's Park Complex,1 Park Road,420,5880000,"14,000.00",,7h
900106,https://www.commercialguru.com.sg/listing/22152028/for-sale-loyang-enterprise-building,For Sale - Loyang Enterprise Building,Loyang Enterprise Building,56 Loyang Way,4096,1180000,288.09,,7h
900107,https://www.commercialguru.com.sg/listing/22151972/for-sale-d22-very-high-ceiling-heavy-b2-workshop-factory-in-tuas-gul-circle-mrt,For Sale - D22 Very High Ceiling Heavy B2 Workshop Factory in Tuas Gul Circle MRT,D22 Very High Ceiling Heavy B2 Workshop Factory in Tuas Gul Circle MRT,"Tuas Road, Pioneer Road",40000,7900000,197.50,,7h
900108,https://www.commercialguru.com.sg/listing/22327991/for-sale-north-spring-bizhub,For Sale - North Spring Bizhub,North Spring Bizhub,11 Yishun industrial Street 1,62640,13880000,221.58,,7h
900109,https://www.commercialguru.com.sg/listing/22125735/for-sale-d10-holland-farrer-retail-shop,For Sale - D10 Holland Farrer Retail Shop,D10 Holland Farrer Retail Shop,"Holland Rd, Farrer Rd, Leedon Heights",673,1380000,"2,050.52",,7h
900110,https://www.commercialguru.com.sg/listing/22084835/for-sale-focus-one,For Sale - Focus One,Focus One,1 Ubi View,5371,1800000,335.13,,7h
900111,https://www.commercialguru.com.sg/listing/22080948/for-sale-hiangkie-industrial-building-iv,For Sale - Hiangkie Industrial Building IV,Hiangkie Industrial Building IV,27 Woodlands Industrial Park E1,3627,590000,162.67,,7h
900112,https://www.commercialguru.com.sg/listing/22080887/for-sale-capsule-hotel-fnb-hostel-backpacker-near-bugis,"For Sale - Capsule Hotel, Fnb, Hostel, Backpacker Near Bugis","Capsule Hotel, Fnb, Hostel, Backpacker Near Bugis",,20000,25000000,"1,250.00",,7h
900113,https://www.commercialguru.com.sg/listing/22076634/for-sale-north-spring-bizhub,For Sale - North Spring Bizhub,North Spring Bizhub,11 Yishun industrial Street 1,11916,4900000,411.21,,7h
900114,https://www.commercialguru.com.sg/listing/21619786/for-sale-172-yishun-avenue-7,For Sale - 172 Yishun Avenue 7,172 Yishun Avenue 7,172 Yishun Avenue 7,650,1200000,"1,846.15",,7h
900115,https://www.commercialguru.com.sg/listing/21177750/for-sale-oxley-bizhub,For Sale - Oxley BizHub,Oxley BizHub,65 Ubi Road 1,1431,790000,552.06,,8h
900116,https://www.commercialguru.com.sg/listing/22133781/for-sale-woodlands-11,For Sale - Woodlands 11,Woodlands 11,11 Woodlands Close,4445,1420000,319.46,,8h
900117,https://www.commercialguru.com.sg/listing/22006427/for-sale-51-lorong-6-toa-payoh,For Sale - 51 Lorong 6 Toa Payoh,51 Lorong 6 Toa Payoh,51 Lorong 6 Toa Payoh,452,1280000,"2,831.86",,8h
900118,https://www.commercialguru.com.sg/listing/22638748/for-sale-boon-lay-shopping-centre,For Sale - Boon Lay Shopping Centre,Boon Lay Shopping Centre,221 Boon Lay Place,689,1500000,"2,177.07",,8h
900119,https://www.commercialguru.com.sg/listing/22379895/for-sale-ub-one,For Sale - UB. One,UB. One,81 Ubi Avenue 4,3035,1580000,520.59,,8h
900120,https://www.commercialguru.com.sg/listing/21144295/for-sale-cendex-centre,For Sale - Cendex Centre,Cendex Centre,120 Lower Delta Road,2250,1788888,795.06,,8h
900121,https://www.commercialguru.com.sg/listing/22345297/for-sale-bartley-biz-centre,For Sale - Bartley Biz Centre,Bartley Biz Centre,13 Kaki Bukit Road 4,4285,1400000,326.72,,8h
900122,https://www.commercialguru.com.sg/listing/22823745/for-sale-nordcom-1,For Sale - Nordcom 1,Nordcom 1,3 gambas crescent,1690,428000,253.25,,1h
900123,https://www.commercialguru.com.sg/listing/18459856/for-sale-184-east-coast-road,For Sale - 184 East Coast Road,184 East Coast Road,,4584,7300000,"1,592.50",,8h
900124,https://www.commercialguru.com.sg/listing/21760750/for-sale-walk-up-commercial-unit-jalan-besar-9999years-leasehold,For Sale - Walk up Commercial unit @ Jalan Besar - 9999years leasehold,Walk up Commercial unit @ Jalan Besar - 9999years leasehold,Jalan Besar,1130,1428000,"1,263.72",,9h
900125,https://www.commercialguru.com.sg/listing/22905647/for-sale-328-clementi-avenue-2,For Sale - 328 Clementi Avenue 2,328 Clementi Avenue 2,328 Clementi Avenue 2,1700,2688889,"1,581.70",,6h
900126,https://www.commercialguru.com.sg/listing/22556900/for-sale-sbf-center,For Sale - SBF Center,SBF Center,160 Robinson Road,700,2400000,"3,428.57",,8h
900127,https://www.commercialguru.com.sg/listing/22900588/for-sale-the-promenade-pelikat,For Sale - The Promenade @ Pelikat,The Promenade @ Pelikat,189 Jalan Pelikat,183,400000,"2,185.79",,8h
900128,https://www.commercialguru.com.sg/listing/21321225/for-sale-ritz-farrer,For Sale - Ritz @ Farrer,Ritz @ Farrer,142 Race Course Road,969,3967200,"4,094.12",,16h
900129,https://www.commercialguru.com.sg/listing/20973249/for-sale-onze-the-avenue,For Sale - Onze The Avenue,Onze The Avenue,11 Kee Seng Street,420,2434900,"5,797.38",,16h
900130,https://www.commercialguru.com.sg/listing/22318191/for-sale-defu-industrial-estate,For Sale - Defu Industrial Estate,Defu Industrial Estate,3 Defu Lane 1,18826,500000,26.56,,16h
900131,https://www.commercialguru.com.sg/listing/22236979/for-sale-ubi-techpark,For Sale - Ubi Techpark,Ubi Techpark,,1423,660000,463.81,,16h
900132,https://www.commercialguru.com.sg/listing/21268503/for-sale-centrium-square-former-serangoon-plaza,For Sale - Centrium Square (Former Serangoon Plaza),Centrium Square (Former Serangoon Plaza),320 Serangoon Road,9731,25180000,"2,587.61",,16h
